Entry,Entry name,Status,Protein names,Gene names,Length
Q09472,EP300_HUMAN,reviewed,Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-),EP300 P300,2414
Q9UGM3,DMBT1_HUMAN,reviewed,Deleted in malignant brain tumors 1 protein (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein),DMBT1 GP340,2413
O15020,SPTN2_HUMAN,reviewed,"Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)",SPTBN2 KIAA0302 SCA5,2390
Q9H4A3,WNK1_HUMAN,reviewed,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1),WNK1 HSN2 KDP KIAA0344 PRKWNK1,2382
O43497,CAC1G_HUMAN,reviewed,Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1),CACNA1G KIAA1123,2377
A5YKK6,CNOT1_HUMAN,reviewed,CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1),CNOT1 CDC39 KIAA1007 NOT1 AD-005,2376
Q01082,SPTB2_HUMAN,reviewed,"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)",SPTBN1 SPTB2,2364
P12270,TPR_HUMAN,reviewed,Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein),TPR,2363
P00451,FA8_HUMAN,reviewed,"Coagulation factor VIII (Antihemophilic factor) (AHF) (Procoagulant component) [Cleaved into: Factor VIIIa heavy chain, 200 kDa isoform; Factor VIIIa heavy chain, 92 kDa isoform; Factor VIII B chain; Factor VIIIa light chain]",F8 F8C,2351
P08922,ROS1_HUMAN,reviewed,Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase),ROS1 MCF3 ROS,2347
Q13085,ACACA_HUMAN,reviewed,Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha),ACACA ACAC ACC1 ACCA,2346
Q8NG31,KNL1_HUMAN,reviewed,Kinetochore scaffold 1 (ALL1-fused gene from chromosome 15q14 protein) (AF15q14) (Bub-linking kinetochore protein) (Blinkin) (Cancer susceptibility candidate gene 5 protein) (Cancer/testis antigen 29) (CT29) (Kinetochore-null protein 1) (Protein CASC5) (Protein D40/AF15q14),KNL1 CASC5 KIAA1570,2342
Q00975,CAC1B_HUMAN,reviewed,"Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)",CACNA1B CACH5 CACNL1A5,2339
Q6P2Q9,PRP8_HUMAN,reviewed,Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220),PRPF8 PRPC8,2335
Q9UMZ3,PTPRQ_HUMAN,reviewed,Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.-) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q) (EC 3.1.3.48),PTPRQ,2332
Q6UVK1,CSPG4_HUMAN,reviewed,Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan),CSPG4 MCSP,2322
Q9UM47,NOTC3_HUMAN,reviewed,Neurogenic locus notch homolog protein 3 (Notch 3) [Cleaved into: Notch 3 extracellular truncation; Notch 3 intracellular domain],NOTCH3,2321
Q9NSI6,BRWD1_HUMAN,reviewed,Bromodomain and WD repeat-containing protein 1 (WD repeat-containing protein 9),BRWD1 C21orf107 WDR9,2320
P23471,PTPRZ_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2),PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ,2315
Q15878,CAC1E_HUMAN,reviewed,"Voltage-dependent R-type calcium channel subunit alpha-1E (Brain calcium channel II) (BII) (Calcium channel, L type, alpha-1 polypeptide, isoform 6) (Voltage-gated calcium channel subunit alpha Cav2.3)",CACNA1E CACH6 CACNL1A6,2313
Q9P212,PLCE1_HUMAN,reviewed,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Pancreas-enriched phospholipase C) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)",PLCE1 KIAA1516 PLCE PPLC,2302
Q9Y3S1,WNK2_HUMAN,reviewed,Serine/threonine-protein kinase WNK2 (EC 2.7.11.1) (Antigen NY-CO-43) (Protein kinase lysine-deficient 2) (Protein kinase with no lysine 2) (Serologically defined colon cancer antigen 43),WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13,2297
Q07864,DPOE1_HUMAN,reviewed,DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase II subunit A),POLE POLE1,2286
O14497,ARI1A_HUMAN,reviewed,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,2285
P78363,ABCA4_HUMAN,reviewed,Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein),ABCA4 ABCR,2273
O95477,ABCA1_HUMAN,reviewed,Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein),ABCA1 ABC1 CERP,2261
Q9BTC0,DIDO1_HUMAN,reviewed,Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1),DIDO1 C20orf158 DATF1 KIAA0333,2240
Q8NFD5,ARI1B_HUMAN,reviewed,AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R),ARID1B BAF250B DAN15 KIAA1235 OSA2,2236
Q13439,GOGA4_HUMAN,reviewed,Golgin subfamily A member 4 (256 kDa golgin) (Golgin-245) (Protein 72.1) (Trans-Golgi p230),GOLGA4,2230
P27708,PYR1_HUMAN,reviewed,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],CAD,2225
P12259,FA5_HUMAN,reviewed,"Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]",F5,2224
Q13936,CAC1C_HUMAN,reviewed,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1,2221
Q9Y6J0,CABIN_HUMAN,reviewed,Calcineurin-binding protein cabin-1 (Calcineurin inhibitor) (CAIN),CABIN1 KIAA0330,2220
Q13402,MYO7A_HUMAN,reviewed,Unconventional myosin-VIIa,MYO7A USH1B,2215
O95425,SVIL_HUMAN,reviewed,Supervillin (Archvillin) (p205/p250),SVIL,2214
Q92673,SORL_HUMAN,reviewed,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA),SORL1 C11orf32,2214
Q8N3C0,ASCC3_HUMAN,reviewed,"Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12) (ASC-1 complex subunit p200) (ASC1p200) (Helicase, ATP binding 1) (Trip4 complex subunit p200)",ASCC3 HELIC1 RQT2,2202
P24821,TENA_HUMAN,reviewed,Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C),TNC HXB,2201
Q8N201,INT1_HUMAN,reviewed,Integrator complex subunit 1 (Int1),INTS1 KIAA1440 UNQ1821/PRO3434,2190
Q96BY6,DOC10_HUMAN,reviewed,Dedicator of cytokinesis protein 10 (Zizimin-3),DOCK10 KIAA0694 ZIZ3,2186
Q58EX2,SDK2_HUMAN,reviewed,Protein sidekick-2,SDK2 KIAA1514,2172
Q9UIF8,BAZ2B_HUMAN,reviewed,Bromodomain adjacent to zinc finger domain protein 2B (hWALp4),BAZ2B KIAA1476,2168
Q9Y566,SHAN1_HUMAN,reviewed,SH3 and multiple ankyrin repeat domains protein 1 (Shank1) (Somatostatin receptor-interacting protein) (SSTR-interacting protein) (SSTRIP),SHANK1,2161
Q01668,CAC1D_HUMAN,reviewed,"Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)",CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2,2161
Q13459,MYO9B_HUMAN,reviewed,Unconventional myosin-IXb (Unconventional myosin-9b),MYO9B MYR5,2157
Q96N67,DOCK7_HUMAN,reviewed,Dedicator of cytokinesis protein 7,DOCK7 KIAA1771,2140
P11277,SPTB1_HUMAN,reviewed,"Spectrin beta chain, erythrocytic (Beta-I spectrin)",SPTB SPTB1,2137
O75643,U520_HUMAN,reviewed,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD),SNRNP200 ASCC3L1 HELIC2 KIAA0788,2136
Q8NFU7,TET1_HUMAN,reviewed,Methylcytosine dioxygenase TET1 (EC 1.14.11.n2) (CXXC-type zinc finger protein 6) (Leukemia-associated protein with a CXXC domain) (Ten-eleven translocation 1 gene protein),TET1 CXXC6 KIAA1676 LCX,2136
O43157,PLXB1_HUMAN,reviewed,Plexin-B1 (Semaphorin receptor SEP),PLXNB1 KIAA0407 PLXN5 SEP,2135
Q6PIF6,MYO7B_HUMAN,reviewed,Unconventional myosin-VIIb,MYO7B,2116
Q14980,NUMA1_HUMAN,reviewed,Nuclear mitotic apparatus protein 1 (Nuclear matrix protein-22) (NMP-22) (Nuclear mitotic apparatus protein) (NuMA protein) (SP-H antigen),NUMA1 NMP22 NUMA,2115
P42356,PI4KA_HUMAN,reviewed,Phosphatidylinositol 4-kinase alpha (PI4-kinase alpha) (PI4K-alpha) (PtdIns-4-kinase alpha) (EC 2.7.1.67) (Phosphatidylinositol 4-Kinase III alpha),PI4KA PIK4 PIK4CA,2102
Q9Y2I7,FYV1_HUMAN,reviewed,1-phosphatidylinositol 3-phosphate 5-kinase (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (FYVE finger-containing phosphoinositide kinase) (PIKfyve) (Phosphatidylinositol 3-phosphate 5-kinase type III) (PIPkin-III) (Type III PIP kinase) (Serine-protein kinase PIKFYVE) (EC 2.7.11.1),PIKFYVE KIAA0981 PIP5K3,2098
P35658,NU214_HUMAN,reviewed,Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214) (Protein CAN),NUP214 CAIN CAN KIAA0023,2090
Q14676,MDC1_HUMAN,reviewed,Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1),MDC1 KIAA0170 NFBD1,2089
A7KAX9,RHG32_HUMAN,reviewed,Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP),ARHGAP32 GRIT KIAA0712 RICS,2087
O75923,DYSF_HUMAN,reviewed,Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1),DYSF FER1L1,2080
Q8WYB5,KAT6B_HUMAN,reviewed,"Histone acetyltransferase KAT6B (EC 2.3.1.48) (Histone acetyltransferase MOZ2) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4) (MYST-4) (Monocytic leukemia zinc finger protein-related factor)",KAT6B KIAA0383 MORF MOZ2 MYST4,2073
O75970,MPDZ_HUMAN,reviewed,Multiple PDZ domain protein (Multi-PDZ domain protein 1),MPDZ MUPP1,2070
Q9BZ29,DOCK9_HUMAN,reviewed,Dedicator of cytokinesis protein 9 (Cdc42 guanine nucleotide exchange factor zizimin-1) (Zizimin-1),DOCK9 KIAA1058 ZIZ1,2069
Q9NZM1,MYOF_HUMAN,reviewed,Myoferlin (Fer-1-like protein 3),MYOF FER1L3 KIAA1207,2061
Q9HD67,MYO10_HUMAN,reviewed,Unconventional myosin-X (Unconventional myosin-10),MYO10 KIAA0799,2058
Q8TD84,DSCL1_HUMAN,reviewed,Down syndrome cell adhesion molecule-like protein 1 (Down syndrome cell adhesion molecule 2),DSCAML1 DSCAM2 KIAA1132,2053
Q8IYD8,FANCM_HUMAN,reviewed,Fanconi anemia group M protein (Protein FACM) (EC 3.6.4.13) (ATP-dependent RNA helicase FANCM) (Fanconi anemia-associated polypeptide of 250 kDa) (FAAP250) (Protein Hef ortholog),FANCM KIAA1596,2048
Q92576,PHF3_HUMAN,reviewed,PHD finger protein 3,PHF3 KIAA0244,2039
P17927,CR1_HUMAN,reviewed,Complement receptor type 1 (C3b/C4b receptor) (CD antigen CD35),CR1 C3BR,2039
P51610,HCFC1_HUMAN,reviewed,Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6],HCFC1 HCF1 HFC1,2035
Q92817,EVPL_HUMAN,reviewed,Envoplakin (210 kDa cornified envelope precursor protein) (210 kDa paraneoplastic pemphigus antigen) (p210),EVPL,2033
Q14008,CKAP5_HUMAN,reviewed,Cytoskeleton-associated protein 5 (Colonic and hepatic tumor overexpressed gene protein) (Ch-TOG),CKAP5 KIAA0097,2032
Q15154,PCM1_HUMAN,reviewed,Pericentriolar material 1 protein (PCM-1) (hPCM-1),PCM1,2024
Q5TZA2,CROCC_HUMAN,reviewed,Rootletin (Ciliary rootlet coiled-coil protein),CROCC KIAA0445,2017
Q14524,SCN5A_HUMAN,reviewed,Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5) (hH1),SCN5A,2016
Q92621,NU205_HUMAN,reviewed,Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205),NUP205 C7orf14 KIAA0225,2012
O60469,DSCAM_HUMAN,reviewed,Down syndrome cell adhesion molecule (CHD2),DSCAM,2012
P35498,SCN1A_HUMAN,reviewed,Sodium channel protein type 1 subunit alpha (Sodium channel protein brain I subunit alpha) (Sodium channel protein type I subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.1),SCN1A NAC1 SCN1,2009
A6NHR9,SMHD1_HUMAN,reviewed,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1) (EC 3.6.1.-),SMCHD1 KIAA0650,2005
Q99250,SCN2A_HUMAN,reviewed,Sodium channel protein type 2 subunit alpha (HBSC II) (Sodium channel protein brain II subunit alpha) (Sodium channel protein type II subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.2),SCN2A NAC2 SCN2A1 SCN2A2,2005
Q92794,KAT6A_HUMAN,reviewed,"Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)",KAT6A MOZ MYST3 RUNXBP2 ZNF220,2004
Q7RTP6,MICA3_HUMAN,reviewed,[F-actin]-monooxygenase MICAL3 (EC 1.14.13.225) (Molecule interacting with CasL protein 3) (MICAL-3),MICAL3 KIAA0819 KIAA1364,2002
Q6N021,TET2_HUMAN,reviewed,Methylcytosine dioxygenase TET2 (EC 1.14.11.n2),TET2 KIAA1546 Nbla00191,2002
P23467,PTPRB_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP),PTPRB PTPB,1997
Q8TF72,SHRM3_HUMAN,reviewed,Protein Shroom3 (Shroom-related protein) (hShrmL),SHROOM3 KIAA1481 SHRML MSTP013,1996
Q7Z406,MYH14_HUMAN,reviewed,"Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)",MYH14 KIAA2034 FP17425,1995
Q15858,SCN9A_HUMAN,reviewed,Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7),SCN9A NENA,1988
Q9UKL3,C8AP2_HUMAN,reviewed,CASP8-associated protein 2 (FLICE-associated huge protein),CASP8AP2 FLASH KIAA1315 RIP25,1982
O60318,GANP_HUMAN,reviewed,Germinal-center associated nuclear protein (GANP) (EC 2.3.1.48) (80 kDa MCM3-associated protein) (MCM3 acetylating protein) (MCM3AP) (EC 2.3.1.-) (MCM3 acetyltransferase),MCM3AP GANP KIAA0572 MAP80,1980
Q14966,ZN638_HUMAN,reviewed,Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein),ZNF638 NP220 ZFML,1978
P35580,MYH10_HUMAN,reviewed,"Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)",MYH10,1976
Q12888,TP53B_HUMAN,reviewed,TP53-binding protein 1 (53BP1) (p53-binding protein 1) (p53BP1),TP53BP1,1972
P24928,RPB1_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48),POLR2A POLR2,1970
Q9UPS6,SET1B_HUMAN,reviewed,Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.364) (Lysine N-methyltransferase 2G) (SET domain-containing protein 1B) (hSET1B),SETD1B KIAA1076 KMT2G SET1B,1966
Q8NDV7,TNR6A_HUMAN,reviewed,Trinucleotide repeat-containing gene 6A protein (CAG repeat protein 26) (EMSY interactor protein) (GW182 autoantigen) (Protein GW1) (Glycine-tryptophan protein of 182 kDa),TNRC6A CAGH26 KIAA1460 TNRC6,1962
P35579,MYH9_HUMAN,reviewed,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",MYH9,1960
Q5T5U3,RHG21_HUMAN,reviewed,Rho GTPase-activating protein 21 (Rho GTPase-activating protein 10) (Rho-type GTPase-activating protein 21),ARHGAP21 ARHGAP10 KIAA1424,1958
Q96QU1,PCD15_HUMAN,reviewed,Protocadherin-15,PCDH15 USH1F,1955
Q8TDI0,CHD5_HUMAN,reviewed,Chromodomain-helicase-DNA-binding protein 5 (CHD-5) (EC 3.6.4.12) (ATP-dependent helicase CHD5),CHD5 KIAA0444,1954
Q6YHU6,THADA_HUMAN,reviewed,Thyroid adenoma-associated protein (Gene inducing thyroid adenomas protein),THADA GITA KIAA1767,1953
Q13332,PTPRS_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma),PTPRS,1948
Q9H1A4,APC1_HUMAN,reviewed,Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein),ANAPC1 TSG24,1944
Q2TAZ0,ATG2A_HUMAN,reviewed,Autophagy-related protein 2 homolog A,ATG2A KIAA0404,1938
P12883,MYH7_HUMAN,reviewed,"Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain slow isoform) (MyHC-slow) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta)",MYH7 MYHCB,1935
Q9Y4D7,PLXD1_HUMAN,reviewed,Plexin-D1,PLXND1 KIAA0620,1925
Q9UPY3,DICER_HUMAN,reviewed,Endoribonuclease Dicer (EC 3.1.26.3) (Helicase with RNase motif) (Helicase MOI),DICER1 DICER HERNA KIAA0928,1922
Q8TDM6,DLG5_HUMAN,reviewed,Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG),DLG5 KIAA0583 PDLG,1919
Q15746,MYLK_HUMAN,reviewed,"Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]",MYLK MLCK MLCK1 MYLK1,1914
Q14839,CHD4_HUMAN,reviewed,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12) (ATP-dependent helicase CHD4) (Mi-2 autoantigen 218 kDa protein) (Mi2-beta),CHD4,1912
P23468,PTPRD_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48),PTPRD,1912
Q5JRA6,TGO1_HUMAN,reviewed,Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3),MIA3 KIAA0268 TANGO UNQ6077/PRO20088,1907
P10586,PTPRF_HUMAN,reviewed,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),PTPRF LAR,1907
Q9UIF9,BAZ2A_HUMAN,reviewed,Bromodomain adjacent to zinc finger domain protein 2A (Transcription termination factor I-interacting protein 5) (TTF-I-interacting protein 5) (Tip5) (hWALp3),BAZ2A KIAA0314 TIP5,1905
O75147,OBSL1_HUMAN,reviewed,Obscurin-like protein 1,OBSL1 KIAA0657,1896
Q9HCM2,PLXA4_HUMAN,reviewed,Plexin-A4,PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003,1894
O75051,PLXA2_HUMAN,reviewed,Plexin-A2 (Semaphorin receptor OCT),PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235,1894
Q96SN8,CK5P2_HUMAN,reviewed,CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215),CDK5RAP2 CEP215 KIAA1633,1893
P16157,ANK1_HUMAN,reviewed,Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin),ANK1 ANK,1881
Q13698,CAC1S_HUMAN,reviewed,"Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)",CACNA1S CACH1 CACN1 CACNL1A3,1873
P21675,TAF1_HUMAN,reviewed,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),TAF1 BA2R CCG1 CCGS TAF2A,1872
